Total: 14
1150 	 ..............
1691 	 ..............
2336 	 ..............
7409 	 ..............
31192 	 ..............
33098 	 ..............
38792 	 ..............
62376 	 ..............
63901 	 ..............
70824 	 ..............
99564 	 ..............
161378 	 ..............
263822 	 ..............
1e+06 	 ..............
