Total: 1549
4083 	 
4416.24 	 ...
4760.576923076923 	 ...
5072.966666666666 	 ...
5373.333333333333 	 
5652.714285714285 	 
5906.692307692308 	 .
6132.142857142857 	 
6350.1 	 .
6558.272727272727 	 .
6825.1875 	 ..
7101.777777777777 	 .
7373.615384615385 	 .
7623.6 	 ..
7823.153846153846 	 .
8036.571428571428 	 .
8293.3 	 ..
8565.421052631578 	 ..
8835.10714285714 	 ...
9098.689655172417 	 ...
9422.099999999999 	 ......
9779.266666666666 	 .........
10119.57692307692 	 ...
10353.833333333334 	 .
10690.6 	 ...
10976.130434782608 	 ..
11254.136363636364 	 ..
11513.923076923076 	 ...
11749.777777777777 	 ...
12002.157894736842 	 ..
12201.277777777777 	 ..
12421.25 	 ..
12664.857142857143 	 .
12893.941176470587 	 ..
13148.1875 	 ..
13433.157894736842 	 ....
13677.882352941177 	 ....
14000.372093023256 	 .....
14259.04 	 ...
14466.42857142857 	 ..
14743.133333333333 	 .
14949.615384615385 	 ...
15187.022727272728 	 .....
15434.027777777777 	 ....
15644.595238095239 	 .....
15847.711538461539 	 ......
16090.805970149253 	 ........
16328.490566037735 	 ......
16650.441558441562 	 .........
16930.590909090908 	 .....
17137.8064516129 	 ....
17381.29411764706 	 ..
17583.4 	 ..
17838.925925925923 	 ...
18159.73076923077 	 ...
18456.272727272728 	 .
18747.2 	 .
19023.666666666668 	 
19326.714285714286 	 
19783.428571428572 	 
20176.4 	 
20507.5 	 
20872 	 
21198.5 	 
21810 	 
22105.666666666668 	 
22491 	 
23055.5 	 
23485 	 
24037 	 
25378.666666666668 	 
25799.5 	 
26332.666666666668 	 
26576 	 
26929 	 
27182 	 
28597.5 	 
29392 	 
31819 	 
32437 	 
32951 	 
33200 	 
33712 	 
34343 	 
37200 	 
41224 	 
46064 	 
49557 	 
57209 	 
60315 	 
68774 	 
72660 	 
79240 	 
99294 	 
124886 	 
148991 	 
182609 	 
211290 	 
287449 	 
359263 	 
