Total: 350
48872.666666666664 	 .
52220 	 .
54815.75 	 ..
56507.666666666664 	 .
58071 	 ....
60100.42857142857 	 ....
62454 	 ......
64985.833333333336 	 ...
67303.44444444444 	 .....
69332.85714285714 	 ....
71963.66666666667 	 ...
74339.5 	 .....
76577.25 	 ..
78295.5 	 .
81132 	 .
83048 	 ...
85673 	 .
87514 	 .
89698.5 	 ...
92729.33333333333 	 .
94877 	 ..
97603 	 
99804 	 
105031 	 
107275 	 
114647 	 
136073 	 
140841 	 
144963 	 
147707 	 
151304 	 
154531 	 .
156382 	 
161630.33333333334 	 .
167592.33333333334 	 .
172201 	 .
173943 	 .
175509.5 	 .
178330.5 	 ..
180134 	 .
181865.5 	 .
183384 	 
186251.88888888888 	 .....
188407.25 	 ..
190697.2 	 ..
193685.14285714287 	 ....
195941 	 .
198409.25 	 ..
201150.2857142857 	 ....
203436 	 .....
206675.4 	 .....
209718 	 .
212198.2 	 ..
214552.5 	 ...
216275.66666666666 	 .
218504.33333333334 	 .
220404.33333333334 	 ...
223208.6 	 ..
225266 	 .
226957.75 	 ..
228591.25 	 ....
230194.5 	 ..
233459.4 	 ..
235855.16666666666 	 ...
237638.5 	 ...
239522.33333333334 	 ...
241013.5 	 .
242809 	 ..
244981.85714285713 	 ....
249280 	 .....
251508 	 .
253137 	 
255759.25 	 ..
258237.75 	 ..
259814.75 	 ..
261377.2 	 ..
263690 	 
266110 	 
269134 	 
271313 	 
273491.25 	 ..
275438 	 
276957.5 	 .
279583 	 
281882 	 .
286274.5 	 .
288745 	 
290761 	 
292535 	 
297427 	 
306410 	 
310465 	 
315872 	 .
327153 	 
335116 	 
381924 	 
757188 	 
804849 	 
880217 	 
1e+06 	 ...
