Total: 1536
51347.5 	 
54562 	 .
59404.25 	 .
62665.82142857143 	 ...
66973.3846153846 	 .
71151.625 	 ..
75055.2380952381 	 ..
78816.83870967742 	 ....
82239.58823529411 	 ..
85336.72727272728 	 .
88988.05882352941 	 ..
93000.97297297297 	 ....
97026.38461538461 	 .
100220.85714285714 	 .
102980.68571428572 	 ....
105498.8918918919 	 ....
109706.1320754717 	 ......
114027.26666666669 	 ...........
118765.91509433962 	 .............
122883.45714285714 	 .........
125982.46808510639 	 ......
129127.40384615384 	 ......
131759.01666666675 	 .......
134396.2162162162 	 ....
136774.15 	 .....
140940.66666666666 	 .....
144806.04347826084 	 ..
148051.78260869565 	 ..
151902.83870967742 	 ....
154606.26086956525 	 ..
157589.2857142857 	 ..
161064.97777777776 	 .....
164668.26315789475 	 ..
167359.68181818182 	 ..
170240.96296296295 	 ...
172638.77272727274 	 ..
176420.97368421053 	 ....
179285 	 ..
182068.4642857143 	 ...
185136.12903225806 	 ....
188336.69565217392 	 ..
191356.38095238095 	 ..
194260.66666666666 	 ..
196766.0909090909 	 ..
200389.9 	 ..
203484.6923076923 	 .
207017 	 
210150.54545454544 	 .
212788.4 	 
217080.3076923077 	 .
222561.27272727274 	 .
227164 	 
232723 	 
235868.5 	 
240064.5 	 
244052.75 	 
247523.5 	 
250439 	 
264936 	 
268481 	 
274983 	 
278402 	 
281415.5 	 
285571 	 
289983 	 
300569 	 
307582 	 
311654.5 	 
314182.5 	 
321589 	 
325878.5 	 
334923 	 
338237 	 
341186 	 
345839.5 	 
349481 	 
360441 	 
371275.5 	 
387641 	 
392957 	 
397194 	 
406692.5 	 
424882 	 
430943.75 	 
461528 	 
524076 	 
560929 	 
565160 	 
596746 	 
647298 	 
659459 	 
664945 	 
716333 	 
720208 	 
723213 	 
749134 	 
788019 	 
817210 	 
851422 	 
1e+06 	 
