Total: 467
1277 	 
1426 	 
2863 	 
3755 	 
3986 	 
4152.25 	 .
4351 	 
4565 	 ..
4880 	 
5100.666666666667 	 .
5346.5 	 
5474.333333333333 	 .
5714 	 
5953.5 	 
6152.5 	 .
6397.5 	 .
6562.5 	 
6743.5 	 ..
6926 	 ..
7134.2 	 ....
7301.75 	 .
7481.2 	 ..
7767.666666666667 	 .
7963.5 	 
8322.166666666666 	 ..
8450 	 
8586.666666666666 	 .
8787.533333333333 	 ......
8988.333333333334 	 .....
9135.75 	 ...
9268.875 	 ...
9422.444444444445 	 .......
9604.25 	 ......
9799.380952380952 	 ........
10009.7 	 ....
10135 	 ....
10324.846153846154 	 .....
10452.6 	 ....
10634.25 	 .
10798.07142857143 	 .....
10937.57142857143 	 ..
11073.4 	 ..
11231.461538461539 	 .....
11442.8 	 ....
11611.166666666666 	 ..
11821.4 	 ......
11952.111111111111 	 ...
12194.421052631578 	 ........
12395.75 	 ...
12587.8 	 ......
12789 	 ...
12938.5 	 ...
13074 	 
13247 	 .
13410.9 	 ....
13590 	 
13745 	 .
13895.625 	 ...
14040 	 .
14221.5 	 
14410 	 ..
14595.8 	 ..
14900.833333333334 	 ..
15085.5 	 
15234 	 
15422 	 
15559 	 
15782 	 
16034 	 
16155 	 
16562 	 
16755 	 
16897.5 	 
17075 	 
17518.666666666668 	 .
17677 	 
18064.5 	 
18599 	 
18899 	 
19371 	 
21997 	 
22163 	 
22686 	 
23466 	 
25826 	 
27685 	 
29179 	 
29469 	 
30289 	 
30443 	 
34523 	 
36521 	 
41957 	 
45561 	 
45753 	 
46240 	 
49137 	 
128180 	 
164664 	 
1e+06 	 
