Total: 324
11272 	 
12388 	 .
13984 	 
14232 	 
15025.666666666666 	 .
15307 	 
15758 	 
16025 	 .
16702.333333333332 	 .
17216 	 .
17668 	 .
17970.75 	 ..
18260.18181818182 	 ......
18530.2 	 ...
18834.571428571428 	 ....
19141.8 	 ...
19325.615384615383 	 ........
19591 	 ...
19874.4 	 ...
20089 	 .
20325.875 	 ....
20889 	 .
21118.666666666668 	 .
21376.4 	 ...
21722.6 	 ...
21984 	 .
22207.25 	 ..
22484.666666666668 	 ...
22783.714285714286 	 ........
23064.4 	 ...
23369.75 	 ..
23636.882352941175 	 ..........
24009.8 	 ...
24233 	 .
24435.75 	 ..
24644.714285714286 	 ....
25050 	 ...
25288.166666666668 	 ...
25564.571428571428 	 ........
25917 	 .
26207.5 	 ..
26513.4 	 ...
26809 	 ...
27121.5 	 ....
27418 	 ..
27651.5 	 .
27853 	 ...
28172 	 .
28422.5 	 .
28613.6 	 ...
29014 	 ..
29245.333333333332 	 ...
29464.8 	 ...
29762.14285714286 	 ....
29968.5 	 .
30184 	 
30571 	 .
30890 	 .
31250 	 
31529.666666666668 	 .
31786 	 
31972 	 
32218 	 
32816 	 .
33209 	 
33696 	 
33976 	 
34370 	 
34711 	 
35286.333333333336 	 .
35488 	 
35847 	 
36528 	 
36834 	 .
37227 	 
37526 	 .
38432 	 
40435 	 
40638 	 
41618 	 
42291 	 
43984 	 
47216 	 
48860.666666666664 	 .
50319 	 
52157.5 	 .
53626 	 
54037 	 
54798 	 
56267 	 
59197 	 
63309 	 
63495 	 
72507 	 
73053 	 
75580 	 
76445 	 
106803 	 
123118 	 
338618 	 
