Total: 333
1288 	 
1763 	 
2625 	 .
3844 	 .
4028 	 
4177 	 .
4445 	 
4780 	 .
5306 	 
5804 	 .
5909 	 
6037 	 
6162 	 .
6289 	 
6403 	 
6531 	 
6692.666666666667 	 .
6838.5 	 .
6980 	 
7103.5 	 .
7239.5 	 .
7370 	 
7501 	 
7817.5 	 .
7969 	 .
8209.4 	 ...
8455.727272727272 	 ......
8584.5 	 .
8691.5 	 .
8782.8 	 ...
8898 	 ...
9021.333333333334 	 ...
9113 	 .
9266.285714285714 	 ....
9468.125 	 ....
9571.888888888889 	 .....
9703.666666666666 	 .
9813.375 	 ....
9946.75 	 ..
10050.2 	 ......
10175.57142857143 	 ....
10272.333333333334 	 .
10394 	 ....
10502.75 	 ..
10604.166666666666 	 ...
10722.666666666666 	 .....
10884.42857142857 	 ....
10986.833333333334 	 ...
11092.333333333334 	 .....
11185.4 	 ......
11371.7 	 ......
11559.5 	 ......
11677.5 	 ..
11792.666666666666 	 .
11897 	 .
12048.75 	 ....
12199.5 	 ......
12360.8 	 ...
12516 	 ....
12691 	 ..
12877.142857142857 	 ....
13018 	 .
13162.75 	 ....
13356.4 	 ...
13525.8 	 ...
13740.75 	 ..
13880 	 
14052.666666666666 	 .
14179 	 .
14299 	 
14391.5 	 .
14646 	 
15130 	 .
15446 	 
15738 	 
15867 	 .
16152 	 
16244 	 .
17223 	 
17701 	 
17951 	 
19925 	 
20115 	 
20749 	 
21574 	 
23069 	 
23571 	 
29734 	 
30264 	 
33485 	 
39548 	 
43240 	 
43496 	 
45643 	 
48993 	 
51700 	 
78840 	 
200531 	 
358054 	 
937815 	 
