Total: 630
28483 	 
30197 	 
31406.5 	 
32976 	 
34856 	 
36116.25 	 .
37656.666666666664 	 
38946.333333333336 	 
41011.25 	 .
42869.666666666664 	 
45110.57142857143 	 ....
47058.57142857143 	 ..
48644 	 .
49823.666666666664 	 
50990.8 	 .
52409.625 	 ..
54243.8 	 .
55953.2 	 .
57375.454545454544 	 ...
58665.5 	 
61064.5 	 .
63184.166666666664 	 ...
64760.333333333336 	 
66171.8 	 .
68045.8125 	 .....
69721.625 	 ..
70982.3125 	 .....
72699.13636363635 	 ......
74547 	 .
75762.53846153847 	 ....
77777.4375 	 ..........
79741.3125 	 .....
81044.95454545456 	 ......
82763.07692307692 	 ....
84464.4705882353 	 .....
86012.1052631579 	 ......
87771.46153846153 	 ....
89063.625 	 .....
90830.125 	 ..
92111.71428571429 	 ..
93375.92307692308 	 ....
94887.92857142857 	 ....
97324 	 ....
99252.86666666667 	 ....
100860.91666666667 	 ...
102081.2 	 ...
103706.08333333333 	 ...
105975.33333333333 	 ..
107871.66666666667 	 
109324 	 .
110640.85714285714 	 ..
112624.07142857143 	 ....
114568.7 	 ...
115887.6 	 ...
117522.25 	 ..
119450.125 	 ..
120791.8 	 .
122288.6 	 .
123631 	 
125264 	 ..
127406.66666666667 	 .
128971.33333333333 	 
131153.66666666666 	 
133329.5 	 ..
135725.33333333334 	 ..
137392 	 .
139067.33333333334 	 
140301 	 
141896.66666666666 	 
146467 	 
148580.5 	 
150289 	 .
152898.66666666666 	 
155714 	 
157010 	 
160105 	 
161770 	 
166916 	 
169157.5 	 
170694 	 
176659 	 
180027.5 	 
182275 	 
191188 	 
208429 	 
211727 	 
217647 	 
273923 	 
290497 	 
329816 	 
425135 	 
473911 	 
480371 	 
483454 	 
537911 	 
654188 	 
678897 	 
685413 	 
836889 	 
1e+06 	 
